Wall time,Step,Value
1710583025.7342024,1,0.18565799295902252
1710583067.5622087,2,0.28138500452041626
1710583107.0542002,3,0.30333998799324036
1710583146.1912115,4,0.44677498936653137
1710583185.4611998,5,0.4114620089530945
1710583224.9242177,6,0.5928909778594971
1710583264.185211,7,0.6028730273246765
1710583303.0312104,8,0.6146349906921387
1710583341.9312024,9,0.700348973274231
1710583380.6952019,10,0.6835619807243347
1710583420.3842084,11,0.6292700171470642
1710583459.7352047,12,0.6706110239028931
1710583499.5532024,13,0.7292090058326721
1710583538.5262024,14,0.7442439794540405
1710583578.4022024,15,0.7378140091896057
1710583617.967218,16,0.7353420257568359
1710583657.6442046,17,0.7719839811325073
1710583697.0162172,18,0.7634649872779846
1710583736.7882173,19,0.7555040121078491
1710583776.6051998,20,0.7939620018005371
1710583816.2742047,21,0.8197299838066101
1710583855.2762177,22,0.8658270239830017
1710583894.372202,23,0.8108519911766052
1710583933.8692021,24,0.8108519911766052
1710583973.4762,25,0.8106600046157837
1710584012.7402108,26,0.7936270236968994
1710584052.058211,27,0.7962549924850464
1710584091.8372114,28,0.8017299771308899
1710584131.4582,29,0.7988719940185547
1710584170.3872042,30,0.7976210117340088
1710584210.2632174,31,0.8138920068740845
1710584249.2562113,32,0.8230400085449219
1710584288.4672046,33,0.8192260265350342
1710584328.0122173,34,0.8250899910926819
1710584368.0352023,35,0.855430006980896
1710584407.6432045,36,0.8088579773902893
1710584447.1042025,37,0.8031349778175354
1710584486.7242112,38,0.82430499792099
1710584525.5462,39,0.7939879894256592
1710584564.5052001,40,0.8192030191421509
1710584603.8972044,41,0.8285920023918152
1710584642.7892025,42,0.799530029296875
1710584681.5322025,43,0.8019239902496338
1710584720.3732023,44,0.8125410079956055
1710584759.663218,45,0.778967022895813
1710584798.831211,46,0.8007130026817322
1710584837.7502003,47,0.8287860155105591
1710584876.8722043,48,0.866690993309021
1710584916.6012108,49,0.8801559805870056
1710584955.7082112,50,0.8269309997558594
1710584995.2652,51,0.8318150043487549
1710585034.2482178,52,0.8361319899559021
1710585073.3142002,53,0.8133260011672974
1710585112.1852024,54,0.8445050120353699
1710585151.7002046,55,0.86080402135849
1710585190.8822,56,0.8173710107803345
1710585230.3492048,57,0.8632259964942932
1710585269.857211,58,0.8372120261192322
1710585309.007218,59,0.86080402135849
1710585348.2092023,60,0.8267899751663208
1710585387.4812045,61,0.856486976146698
1710585426.5072024,62,0.86080402135849
1710585465.4402046,63,0.8675289750099182
1710585505.2202003,64,0.8522229790687561
1710585544.5292,65,0.8503919839859009
1710585583.559202,66,0.847121000289917
1710585622.4022112,67,0.841234028339386
1710585662.0422175,68,0.8463360071182251
1710585700.8482175,69,0.8353469967842102
1710585740.1852002,70,0.8259279727935791
1710585779.4992046,71,0.85732501745224
1710585818.7672,72,0.8690990209579468
1710585857.4552174,73,0.853007972240448
1710585896.4332044,74,0.8742009997367859
1710585936.3102114,75,0.8760560154914856
1710585975.5032048,76,0.8588950037956238
1710586014.6082048,77,0.8588950037956238
1710586054.237202,78,0.8742009997367859
1710586094.1392,79,0.8420190215110779
1710586133.5402045,80,0.847121000289917
1710586172.3122025,81,0.8742009997367859
1710586211.455202,82,0.8690990209579468
1710586250.4582171,83,0.8462830185890198
1710586289.6642048,84,0.85732501745224
1710586329.1552,85,0.847121000289917
1710586368.1002002,86,0.8581100106239319
1710586407.1642022,87,0.847121000289917
1710586446.4742002,88,0.8343009948730469
1710586485.619211,89,0.847121000289917
1710586524.7182,90,0.8343009948730469
1710586563.8242044,91,0.8343009948730469
1710586602.8352087,92,0.8581100106239319
1710586642.1101997,93,0.8479059934616089
1710586681.332211,94,0.85732501745224
1710586719.9682178,95,0.8581100106239319
1710586759.3692021,96,0.8581100106239319
1710586799.4221997,97,0.847121000289917
1710586838.7122173,98,0.8581100106239319
1710586877.4632,99,0.847121000289917
1710586916.8602,100,0.8690990209579468
