Wall time,Step,Value
1710414953.7800303,1,0.25331398844718933
1710415000.696048,2,0.22214500606060028
1710415044.2550325,3,0.27483999729156494
1710415087.4990418,4,0.40066099166870117
1710415130.1190414,5,0.4748759865760803
1710415173.1300483,6,0.48007598519325256
1710415216.0330484,7,0.5978999733924866
1710415258.9110348,8,0.6629459857940674
1710415301.897041,9,0.7250350117683411
1710415344.7420416,10,0.7160419821739197
1710415388.224035,11,0.6972730159759521
1710415430.7430418,12,0.8088039755821228
1710415473.781035,13,0.8183779716491699
1710415516.7970326,14,0.8208500146865845
1710415559.56803,15,0.8259119987487793
1710415602.7480347,16,0.8319699764251709
1710415646.010035,17,0.8659459948539734
1710415688.4620326,18,0.8325499892234802
1710415731.4290414,19,0.8548769950866699
1710415773.900041,20,0.8667050004005432
1710415816.6910481,21,0.8786730170249939
1710415859.667041,22,0.8763039708137512
1710415902.9860349,23,0.8347269892692566
1710415945.7630417,24,0.8452799916267395
1710415988.3530414,25,0.8656110167503357
1710416032.0110416,26,0.8647720217704773
1710416074.7120504,27,0.8541809916496277
1710416117.3110416,28,0.8385940194129944
1710416159.8780417,29,0.8581100106239319
1710416202.368033,30,0.8682649731636047
1710416245.084035,31,0.8784809708595276
1710416287.7750418,32,0.8656110167503357
1710416331.2420392,33,0.8929619789123535
1710416373.8310325,34,0.8424080014228821
1710416416.494042,35,0.8977929949760437
1710416459.7970412,36,0.8943679928779602
1710416502.1750414,37,0.8874099850654602
1710416544.8730347,38,0.8911070227622986
1710416588.0410419,39,0.9039649963378906
1710416630.9700418,40,0.8881949782371521
1710416674.0030413,41,0.8434240221977234
1710416716.5300326,42,0.8806849718093872
1710416759.235035,43,0.8868569731712341
1710416801.912048,44,0.8386179804801941
1710416844.6710417,45,0.8862370252609253
1710416887.1240351,46,0.8667439818382263
1710416929.7870324,47,0.8860189914703369
1710416972.449033,48,0.8860189914703369
1710417015.1150482,49,0.9190390110015869
1710417057.9090328,50,0.8826029896736145
1710417100.8100486,51,0.8860189914703369
1710417143.4310417,52,0.8707900047302246
1710417186.0150418,53,0.8466709852218628
1710417228.597033,54,0.8916739821434021
1710417271.7160416,55,0.8589490056037903
1710417314.837048,56,0.8962090015411377
1710417357.5860476,57,0.8978319764137268
1710417400.8080351,58,0.893297016620636
1710417443.9830325,59,0.8766390085220337
1710417486.7500482,60,0.867002010345459
1710417529.4770417,61,0.867002010345459
1710417572.0930417,62,0.8811740279197693
1710417614.9360352,63,0.8420590162277222
1710417657.6730483,64,0.8630340099334717
1710417700.3400354,65,0.8868430256843567
1710417742.8010418,66,0.8978319764137268
1710417785.7800481,67,0.8925120234489441
1710417828.2920394,68,0.8925120234489441
1710417871.0760417,69,0.9027159810066223
1710417913.783035,70,0.8927299976348877
1710417956.5920327,71,0.8758540153503418
1710417999.3880417,72,0.8927299976348877
1710418042.2070413,73,0.8927299976348877
1710418084.8370478,74,0.8817409873008728
1710418127.8670347,75,0.8707519769668579
1710418170.742035,76,0.8868430256843567
1710418213.8220413,77,0.8868430256843567
1710418256.5840478,78,0.8817409873008728
1710418299.6790416,79,0.8817409873008728
1710418342.0250483,80,0.8959910273551941
1710418384.5250328,81,0.8738049864768982
1710418427.7230475,82,0.8976140022277832
1710418470.5860476,83,0.8817409873008728
1710418513.3380415,84,0.8959910273551941
1710418555.973041,85,0.8852199912071228
1710418598.8980415,86,0.8817409873008728
1710418641.2850354,87,0.8868430256843567
1710418683.6880484,88,0.9010930061340332
1710418726.392042,89,0.8959910273551941
1710418769.3360329,90,0.8801180124282837
1710418811.9370394,91,0.8852199912071228
1710418854.9490485,92,0.8868430256843567
1710418897.8190482,93,0.8868430256843567
1710418940.1850483,94,0.8970469832420349
1710418983.062048,95,0.8852199912071228
1710419026.3210347,96,0.8579319715499878
1710419069.3740304,97,0.8868430256843567
1710419112.1420302,98,0.9010930061340332
1710419155.1190414,99,0.8852199912071228
1710419197.462035,100,0.8852199912071228
