Wall time,Step,Value
1711026072.7937212,1,0.14285700023174286
1711026112.5157084,2,0.2346940040588379
1711026153.087715,3,0.2228659987449646
1711026192.7727149,4,0.19701699912548065
1711026232.5077214,5,0.2694920003414154
1711026272.0487213,6,0.2820039987564087
1711026311.9077213,7,0.37742599844932556
1711026352.1467147,8,0.3719930052757263
1711026391.5307145,9,0.37974101305007935
1711026431.1947038,10,0.48541900515556335
1711026470.7677038,11,0.44273000955581665
1711026510.8187146,12,0.482448011636734
1711026550.513706,13,0.5799480080604553
1711026590.1157055,14,0.5490540266036987
1711026630.582706,15,0.49789899587631226
1711026670.3147213,16,0.5847430229187012
1711026709.962715,17,0.5888440012931824
1711026749.853704,18,0.559548020362854
1711026789.6117148,19,0.6825690269470215
1711026829.4127214,20,0.6354299783706665
1711026868.9827213,21,0.6837940216064453
1711026908.9927144,22,0.7132470011711121
1711026948.4207034,23,0.7091500163078308
1711026987.757722,24,0.7139689922332764
1711027027.0367036,25,0.5763220191001892
1711027066.7757213,26,0.69439697265625
1711027106.1777208,27,0.6815900206565857
1711027145.870721,28,0.7415779829025269
1711027185.3847036,29,0.6505820155143738
1711027224.7497215,30,0.7164679765701294
1711027264.1607058,31,0.7258480191230774
1711027304.1247149,32,0.6765660047531128
1711027344.4177084,33,0.6376979947090149
1711027384.2717083,34,0.7485730051994324
1711027424.5237038,35,0.6830329895019531
1711027464.067708,36,0.7269690036773682
1711027503.7357059,37,0.7664700150489807
1711027543.0557148,38,0.6901609897613525
1711027582.6087034,39,0.687853991985321
1711027622.2807214,40,0.692592978477478
1711027662.0197036,41,0.7677180171012878
1711027701.7667036,42,0.7300480008125305
1711027741.9287035,43,0.7833989858627319
1711027781.329721,44,0.7547450065612793
1711027821.4207058,45,0.7402909994125366
1711027861.306721,46,0.7266579866409302
1711027901.226706,47,0.7368249893188477
1711027940.824721,48,0.7200760245323181
1711027980.2697034,49,0.7471320033073425
1711028020.323706,50,0.7493079900741577
1711028060.4237216,51,0.7396079897880554
1711028100.0797143,52,0.7809910178184509
1711028139.6177146,53,0.745045006275177
1711028179.0767145,54,0.7343109846115112
1711028218.6807082,55,0.6734359860420227
1711028258.777721,56,0.6583499908447266
1711028298.170721,57,0.7351120114326477
1711028337.4987059,58,0.7281389832496643
1711028376.8967059,59,0.7485089898109436
1711028416.331706,60,0.7401090264320374
1711028456.010706,61,0.7764559984207153
1711028495.5857146,62,0.6837829947471619
1711028535.4507062,63,0.7347490191459656
1711028575.235706,64,0.7270069718360901
1711028614.7527153,65,0.7229220271110535
1711028654.740706,66,0.758558988571167
1711028694.7507038,67,0.7624120116233826
1711028734.1537037,68,0.7701539993286133
1711028773.4177208,69,0.7392209768295288
1711028813.3577037,70,0.7788900136947632
1711028852.8097036,71,0.7528899908065796
1711028893.1087055,72,0.7746260166168213
1711028932.9157057,73,0.6917449831962585
1711028972.473721,74,0.7412430047988892
1711029012.005712,75,0.7666760087013245
1711029052.0187125,76,0.7784259915351868
1711029091.2367034,77,0.7872380018234253
1711029130.7357085,78,0.7559189796447754
1711029170.1497035,79,0.7235280275344849
1711029209.987706,80,0.7131699919700623
1711029249.7217083,81,0.734516978263855
1711029289.021708,82,0.7302539944648743
1711029328.9807036,83,0.7870069742202759
1711029368.4187214,84,0.7615739703178406
1711029408.0787036,85,0.7522079944610596
1711029447.797706,86,0.7440909743309021
1711029487.569708,87,0.73614102602005
1711029527.9917212,88,0.7428659796714783
1711029567.575706,89,0.7573099732398987
1711029607.590715,90,0.7631970047950745
1711029647.419713,91,0.7931259870529175
1711029687.1987147,92,0.7853829860687256
1711029727.1237214,93,0.7853829860687256
1711029766.9697037,94,0.7599499821662903
1711029806.6077151,95,0.7682989835739136
1711029846.198714,96,0.7573099732398987
1711029885.983721,97,0.7573099732398987
1711029925.3847034,98,0.7573099732398987
1711029965.092706,99,0.7573099732398987
1711030004.6577084,100,0.7573099732398987
