Wall time,Step,Value
1710356739.1700866,1,0.15369999408721924
1710356779.5580869,2,0.22040000557899475
1710356820.309087,3,0.3068999946117401
1710356860.4090936,4,0.3553999960422516
1710356901.1260939,5,0.4964999854564667
1710356942.4270759,6,0.5738000273704529
1710356982.9190803,7,0.6274999976158142
1710357023.7560935,8,0.6866000294685364
1710357064.0170867,9,0.7275999784469604
1710357104.8160934,10,0.774399995803833
1710357145.9470851,11,0.8129000067710876
1710357187.1870866,12,0.8233000040054321
1710357227.8740869,13,0.864300012588501
1710357268.2360868,14,0.8639000058174133
1710357308.4910805,15,0.8792999982833862
1710357348.9320803,16,0.8952000141143799
1710357389.402087,17,0.8675000071525574
1710357429.3950937,18,0.8863000273704529
1710357469.297085,19,0.8950999975204468
1710357509.513078,20,0.9121000170707703
1710357550.1860933,21,0.9140999913215637
1710357590.4040806,22,0.9144999980926514
1710357630.6480935,23,0.9176999926567078
1710357671.2800868,24,0.9261999726295471
1710357711.811078,25,0.9182000160217285
1710357752.2010763,26,0.909500002861023
1710357792.8270938,27,0.9254999756813049
1710357833.1020782,28,0.9434999823570251
1710357873.7660863,29,0.9490000009536743
1710357914.5150805,30,0.9434000253677368
1710357954.5630932,31,0.9380000233650208
1710357994.8840804,32,0.9380999803543091
1710358035.4590933,33,0.9463000297546387
1710358075.997087,34,0.9426000118255615
1710358116.582093,35,0.9505000114440918
1710358157.5750756,36,0.9538000226020813
1710358197.434093,37,0.9390000104904175
1710358237.918087,38,0.9409999847412109
1710358278.193093,39,0.9524000287055969
1710358319.0810874,40,0.9668999910354614
1710358359.5760782,41,0.9552000164985657
1710358400.3160934,42,0.9501000046730042
1710358440.6520848,43,0.9628000259399414
1710358481.387093,44,0.9677000045776367
1710358521.8400757,45,0.9677000045776367
1710358562.0020869,46,0.9681000113487244
1710358602.236076,47,0.9624999761581421
1710358642.3540869,48,0.9649999737739563
1710358683.4970934,49,0.9786999821662903
1710358723.710087,50,0.9761000275611877
1710358764.402076,51,0.967199981212616
1710358804.3960757,52,0.9708999991416931
1710358844.7240868,53,0.9732000231742859
1710358885.098087,54,0.9772999882698059
1710358925.841076,55,0.9660000205039978
1710358966.9440758,56,0.9581000208854675
1710359007.2460933,57,0.965499997138977
1710359047.6980805,58,0.9635999798774719
1710359088.0230932,59,0.9717000126838684
1710359128.2950838,60,0.9750000238418579
1710359168.84008,61,0.9775000214576721
1710359209.0180867,62,0.9729999899864197
1710359249.1200757,63,0.975600004196167
1710359289.2310867,64,0.9747999906539917
1710359329.4450758,65,0.9793000221252441
1710359370.238076,66,0.9751999974250793
1710359410.7670867,67,0.9807000160217285
1710359451.1540933,68,0.984499990940094
1710359491.7290807,69,0.9818999767303467
1710359532.2720804,70,0.9763000011444092
1710359573.2840931,71,0.9722999930381775
1710359613.4170933,72,0.9764000177383423
1710359653.999087,73,0.9785000085830688
1710359694.1180933,74,0.9775000214576721
1710359734.405076,75,0.9817000031471252
1710359774.7890806,76,0.9847000241279602
1710359815.0070934,77,0.9782999753952026
1710359855.6530802,78,0.9797000288963318
1710359895.7610867,79,0.9745000004768372
1710359936.549093,80,0.982699990272522
1710359977.1110783,81,0.9889000058174133
1710360017.5600867,82,0.98580002784729
1710360058.0080929,83,0.9837999939918518
1710360098.174093,84,0.975600004196167
1710360138.4620934,85,0.9871000051498413
1710360179.2530806,86,0.9825000166893005
1710360220.207076,87,0.9815999865531921
1710360260.7420783,88,0.9882000088691711
1710360300.8090928,89,0.9876000285148621
1710360341.0130932,90,0.9879000186920166
1710360381.9620805,91,0.9850999712944031
1710360422.3500762,92,0.9739999771118164
1710360462.6070871,93,0.9797999858856201
1710360502.8790936,94,0.9793999791145325
1710360542.9500933,95,0.9865000247955322
1710360583.6930869,96,0.9818000197410583
1710360624.4730783,97,0.9887999892234802
1710360664.867087,98,0.9799000024795532
1710360704.7660801,99,0.9800999760627747
1710360745.0670805,100,0.9836000204086304
